"worker_id","country","submission_rate","num_tasks","num_estimates","age","gender","homecooked_meals","use_recipe_website","cooking_experience","dietary_preferences","recipe_id","batch_no","familiarity","reason","reason_image","reason_title","reason_ingredients","reason_description","reason_ratings","cal","ridge_cal","estimate_cal","estimate_cal_discrete","fat","ridge_fat","estimate_fat","estimate_fat_discrete","satfat","ridge_satfat","estimate_satfat","estimate_satfat_discrete","sugar","ridge_sugar","estimate_sugar","estimate_sugar_discrete","salt","ridge_salt","estimate_salt","estimate_salt_discrete","fsa","ridge_fsa","estimate_fsa_score"
"385bb024876c87e506cc4069d935b508","VEN",0,2,20,"25-34","female","daily","weekly",4,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,2,"title,ingredients,description",0,1,1,1,0,284.9797615,200.8791824,120,"medium",18.37873318,11.40476308,4,"medium",10.88502352,4.440347291,7,"high",17.99584291,11.48709948,24,"high",0.902527076,0.593619133,1,"medium",12,11.8236440401638,10
"7dc805d8e19a3343db5aa01793ed2991","EGY",0,1,10,"18-24","male","daily","rarely",4,"Carnivore","96f647e625327cf37d7ff644f3400eab",4,2,"title,image,description",1,1,0,1,0,284.9797615,200.8791824,104,"medium",18.37873318,11.40476308,11,"medium",10.88502352,4.440347291,5,"medium",17.99584291,11.48709948,22,"medium",0.902527076,0.593619133,0.2,"low",12,11.8236440401638,7
"6d814888fa11ffe88348d4d9170a79bf","VEN",660,1,10,"18-24","male","weekly","rarely",2,"Carnivore","96f647e625327cf37d7ff644f3400eab",4,2,"image",1,0,0,0,0,284.9797615,200.8791824,120,"medium",18.37873318,11.40476308,14,"medium",10.88502352,4.440347291,7,"high",17.99584291,11.48709948,25,"medium",0.902527076,0.593619133,1.5,"medium",12,11.8236440401638,9
"fa077dd438a6f66a35896b0ed7f11297","VEN",0,2,29,"25-34","female","daily","weekly",5,"Carnivore","96f647e625327cf37d7ff644f3400eab",4,3,"ingredients",0,0,1,0,0,284.9797615,200.8791824,1,"high",18.37873318,11.40476308,1,"low",10.88502352,4.440347291,1,"high",17.99584291,11.48709948,1,"medium",0.902527076,0.593619133,1,"medium",12,11.8236440401638,8
"9556551c0b03e2942a3df82295e42cec","VEN",0,2,20,"25-34","male","daily","monthly",4,"vegan","96f647e625327cf37d7ff644f3400eab",4,2,"image",1,0,0,0,0,284.9797615,200.8791824,50,"low",18.37873318,11.40476308,5,"medium",10.88502352,4.440347291,4,"medium",17.99584291,11.48709948,9.3,"medium",0.902527076,0.593619133,1,"medium",12,11.8236440401638,8
"c2bbc8ef02e2d02f0c38d87b260fd5ae","VEN",0,3,30,"25-34","male","daily","rarely",4,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,2,"title,ingredients",0,1,1,0,0,284.9797615,200.8791824,120,"medium",18.37873318,11.40476308,5,"medium",10.88502352,4.440347291,3,"medium",17.99584291,11.48709948,24,"high",0.902527076,0.593619133,0.3,"low",12,11.8236440401638,8
"26f24518fd4a98a7147cb102fee940f9","VEN",660,2,20,"35-44","male","weekly","monthly",3,"Carnivore","96f647e625327cf37d7ff644f3400eab",4,2,"ratings",0,0,0,0,1,284.9797615,200.8791824,500,"high",18.37873318,11.40476308,2,"medium",10.88502352,4.440347291,7,"high",17.99584291,11.48709948,16,"medium",0.902527076,0.593619133,1,"medium",12,11.8236440401638,9
"df463f7da99227c2255f93c5e8be9522","UKR",0,6,60,"35-44","male","weekly","weekly",5,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,2,"title,ingredients",0,1,1,0,0,284.9797615,200.8791824,230,"high",18.37873318,11.40476308,12,"medium",10.88502352,4.440347291,5,"medium",17.99584291,11.48709948,11,"medium",0.902527076,0.593619133,1,"medium",12,11.8236440401638,8
"b6762281a4a96641becbba896fa9c434","UKR",0,3,30,"25-34","male","daily","daily",4,"Pescatarian","96f647e625327cf37d7ff644f3400eab",4,4,"image",1,0,0,0,0,284.9797615,200.8791824,300,"high",18.37873318,11.40476308,20,"high",10.88502352,4.440347291,10,"high",17.99584291,11.48709948,1,"low",0.902527076,0.593619133,1,"medium",12,11.8236440401638,9
"b04184c9a438efce80e937bd3e8c63e3","EGY",660,2,20,"25-34","male","daily","rarely",3,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,1,"ingredients",0,0,1,0,0,284.9797615,200.8791824,400,"high",18.37873318,11.40476308,25,"high",10.88502352,4.440347291,15,"high",17.99584291,11.48709948,25,"high",0.902527076,0.593619133,0.3,"low",12,11.8236440401638,10
"ba476c90c5be8d43575877210e5f9183","IDN",660,1,10,"25-34","male","daily","monthly",4,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,2,"description",0,0,0,1,0,284.9797615,200.8791824,1,"low",18.37873318,11.40476308,1,"low",10.88502352,4.440347291,1,"low",17.99584291,11.48709948,1,"medium",0.902527076,0.593619133,1,"medium",12,11.8236440401638,6
"ba24742e739af18e9d906148d19d575e","VEN",0,1,19,"gt55","female","rarely","monthly",2,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,2,"ingredients",0,0,1,0,0,284.9797615,200.8791824,215,"high",18.37873318,11.40476308,18,"high",10.88502352,4.440347291,12,"high",17.99584291,11.48709948,25,"high",0.902527076,0.593619133,0.5,"medium",12,11.8236440401638,11
"1257f2c5d447ff8879ae6b30a4c9d07a","VEN",0,1,10,"25-34","male","daily","weekly",5,"Carnivore","96f647e625327cf37d7ff644f3400eab",4,3,"image,ingredients",1,0,1,0,0,284.9797615,200.8791824,600,"high",18.37873318,11.40476308,30,"high",10.88502352,4.440347291,10,"high",17.99584291,11.48709948,23,"high",0.902527076,0.593619133,1,"medium",12,11.8236440401638,11
"2bf614904c6a08ff4d383a538d03f233","USA",660,1,10,"25-34","male","monthly","monthly",4,"Carnivore","96f647e625327cf37d7ff644f3400eab",4,3,"image,ingredients",1,0,1,0,0,284.9797615,200.8791824,300,"high",18.37873318,11.40476308,2,"medium",10.88502352,4.440347291,1,"medium",17.99584291,11.48709948,3,"medium",0.902527076,0.593619133,1,"medium",12,11.8236440401638,8
"4df7a2ffb53d4c72800d2e116113b5bc","SRB",660,2,20,"35-44","female","daily","weekly",4,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,3,"ingredients,description",0,0,1,1,0,284.9797615,200.8791824,600,"high",18.37873318,11.40476308,20,"high",10.88502352,4.440347291,10,"high",17.99584291,11.48709948,30,"high",0.902527076,0.593619133,0.3,"low",12,11.8236440401638,10
"46e12ab059d0f05690703efbd7983484","RUS",0,3,30,"25-34","female","daily","monthly",4,"Pescatarian","96f647e625327cf37d7ff644f3400eab",4,3,"image",1,0,0,0,0,284.9797615,200.8791824,120,"medium",18.37873318,11.40476308,7,"medium",10.88502352,4.440347291,5,"medium",17.99584291,11.48709948,6,"medium",0.902527076,0.593619133,1.4,"medium",12,11.8236440401638,8
"a21a28108a70e2c9a1e7a1bb6bd7b8cc","LKA",0,1,10,"25-34","male","monthly","rarely",4,"Omnivore","96f647e625327cf37d7ff644f3400eab",4,2,"title,image,ingredients",1,1,1,0,0,284.9797615,200.8791824,400,"high",18.37873318,11.40476308,30,"high",10.88502352,4.440347291,20,"high",17.99584291,11.48709948,25,"high",0.902527076,0.593619133,1.1,"medium",12,11.8236440401638,11
"2da8bf767f428159ffb65f041a8047ac","VEN",0,3,30,"25-34","male","weekly","monthly",4,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,4,"ingredients",0,0,1,0,0,132.8905684,142.5733242,150,"medium",4.704631618,5.421169788,5,"medium",2.352315809,2.410475222,4,"medium",3.48264938,3.667351039,2,"low",0.28411087,0.290924496,1,"medium",8,9.25807961538591,7
"cd81320e077966632d574ec467f17db6","ESP",660,1,10,"35-44","female","daily","monthly",4,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,2,"image,ingredients",1,0,1,0,0,132.8905684,142.5733242,300,"high",4.704631618,5.421169788,25,"high",2.352315809,2.410475222,5,"high",3.48264938,3.667351039,8,"medium",0.28411087,0.290924496,2,"high",8,9.25807961538591,11
"12709a0d353fb61a1453db3b72bbcc98","IND",660,1,10,"35-44","male","weekly","rarely",3,"Pescatarian","1c38d85e3ee23601aee4cb2d5bd04ed7",2,5,"image,ingredients,description,ratings",1,0,1,1,1,132.8905684,142.5733242,175,"medium",4.704631618,5.421169788,2,"low",2.352315809,2.410475222,1.75,"medium",3.48264938,3.667351039,3,"low",0.28411087,0.290924496,0.8,"medium",8,9.25807961538591,6
"46e12ab059d0f05690703efbd7983484","RUS",0,3,30,"25-34","female","daily","monthly",4,"Pescatarian","1c38d85e3ee23601aee4cb2d5bd04ed7",2,4,"image,ingredients",1,0,1,0,0,132.8905684,142.5733242,300,"high",4.704631618,5.421169788,16,"medium",2.352315809,2.410475222,5,"medium",3.48264938,3.667351039,6,"medium",0.28411087,0.290924496,1.4,"medium",8,9.25807961538591,8
"4fa0c7aa9a07d4ecae59fc4efd5479db","BIH",0,1,10,"18-24","female","weekly","monthly",4,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,4,"image,ingredients",1,0,1,0,0,132.8905684,142.5733242,150,"high",4.704631618,5.421169788,15,"high",2.352315809,2.410475222,3,"high",3.48264938,3.667351039,5.1,"medium",0.28411087,0.290924496,1,"high",8,9.25807961538591,11
"79d2fee5be146a32512df83b4f3e049c","PHL",660,1,10,"18-24","female","daily","weekly",4,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,5,"title",0,1,0,0,0,132.8905684,142.5733242,100,"low",4.704631618,5.421169788,9,"medium",2.352315809,2.410475222,3,"medium",3.48264938,3.667351039,10,"medium",0.28411087,0.290924496,2,"high",8,9.25807961538591,9
"b0e2616466c2f3888098383dc5ab0aa8","DEU",660,1,10,"35-44","male","daily","weekly",4,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,5,"image,ingredients,description",1,0,1,1,0,132.8905684,142.5733242,300,"high",4.704631618,5.421169788,20,"high",2.352315809,2.410475222,17,"high",3.48264938,3.667351039,4,"low",0.28411087,0.290924496,5,"high",8,9.25807961538591,10
"53d32bea7ea4d902445c8096f437cc7a","VEN",660,1,10,"35-44","male","weekly","weekly",4,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,4,"image",1,0,0,0,0,132.8905684,142.5733242,300,"high",4.704631618,5.421169788,20,"high",2.352315809,2.410475222,7,"high",3.48264938,3.667351039,8,"medium",0.28411087,0.290924496,1,"medium",8,9.25807961538591,10
"73c9af7ae64618d50ca219d96662295e","EGY",660,1,10,"18-24","no","monthly","rarely",3,"Carnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,2,"title",0,1,0,0,0,132.8905684,142.5733242,121,"medium",4.704631618,5.421169788,16,"medium",2.352315809,2.410475222,1.4,"low",3.48264938,3.667351039,0,"low",0.28411087,0.290924496,0.4,"medium",8,9.25807961538591,6
"5f839dc31c4018935d7758d2ff00cc7e","ITA",660,2,20,"35-44","female","daily","weekly",5,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,5,"title",0,1,0,0,0,132.8905684,142.5733242,600,"high",4.704631618,5.421169788,25,"high",2.352315809,2.410475222,7,"high",3.48264938,3.667351039,5.6,"medium",0.28411087,0.290924496,1.6,"high",8,9.25807961538591,11
"df463f7da99227c2255f93c5e8be9522","UKR",0,6,60,"35-44","male","weekly","weekly",5,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,4,"title,image,ingredients",1,1,1,0,0,132.8905684,142.5733242,300,"high",4.704631618,5.421169788,16,"medium",2.352315809,2.410475222,7,"high",3.48264938,3.667351039,5,"low",0.28411087,0.290924496,3,"high",8,9.25807961538591,9
"5a50ecad2919fdfc00e9313078d7f79f","VEN",0,1,10,"25-34","male","weekly","monthly",3,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,3,"ingredients",0,0,1,0,0,132.8905684,142.5733242,400,"high",4.704631618,5.421169788,18,"high",2.352315809,2.410475222,7,"high",3.48264938,3.667351039,7,"medium",0.28411087,0.290924496,1.2,"medium",8,9.25807961538591,10
"c52befb5986c96e7b24070d54ecc8415","PHL",660,1,10,"18-24","male","daily","monthly",3,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,5,"image",1,0,0,0,0,132.8905684,142.5733242,200,"medium",4.704631618,5.421169788,13,"medium",2.352315809,2.410475222,4,"medium",3.48264938,3.667351039,6,"medium",0.28411087,0.290924496,1,"medium",8,9.25807961538591,8
"2d84fad682c6d7099f1031a5f1c6e83f","RUS",0,2,20,"gt55","male","daily","weekly",5,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,5,"image,ingredients",1,0,1,0,0,132.8905684,142.5733242,300,"high",4.704631618,5.421169788,15,"medium",2.352315809,2.410475222,5,"medium",3.48264938,3.667351039,3,"low",0.28411087,0.290924496,3,"high",8,9.25807961538591,8
"c1f47ce666555a17a4dc22263a0620d0","POL",330,1,10,"25-34","female","weekly","weekly",3,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,3,"title,ingredients",0,1,1,0,0,132.8905684,142.5733242,120,"medium",4.704631618,5.421169788,4,"medium",2.352315809,2.410475222,2,"medium",3.48264938,3.667351039,6,"medium",0.28411087,0.290924496,0.9,"medium",8,9.25807961538591,8
"7dfaa7d13fe725b2aa922c94f6ed9885","RUS",360,1,17,"18-24","female","weekly","monthly",3,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,4,"title,image,ingredients,description",1,1,1,1,0,132.8905684,142.5733242,100,"high",4.704631618,5.421169788,20,"high",2.352315809,2.410475222,1,"low",3.48264938,3.667351039,2,"low",0.28411087,0.290924496,0,"low",8,9.25807961538591,6
"686642adbf4b68a0e6cb49edf64acd68","RUS",660,1,10,"45-54","male","daily","weekly",5,"Carnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,4,"image,ingredients,description",1,0,1,1,0,132.8905684,142.5733242,140,"medium",4.704631618,5.421169788,5,"medium",2.352315809,2.410475222,4,"medium",3.48264938,3.667351039,3,"low",0.28411087,0.290924496,2,"medium",8,9.25807961538591,7
"9ee3c3fc08c0547a8a12f41a67f7b68f","IND",0,1,10,"25-34","female","monthly","monthly",4,"Carnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,1,"title",0,1,0,0,0,132.8905684,142.5733242,200,"medium",4.704631618,5.421169788,16,"medium",2.352315809,2.410475222,1.5,"low",3.48264938,3.667351039,22,"medium",0.28411087,0.290924496,0.4,"medium",8,9.25807961538591,7
"853bcb9117711ec72bf32b07fc83057d","SRB",360,1,10,"45-54","female","daily","monthly",3,"Omnivore","1c38d85e3ee23601aee4cb2d5bd04ed7",2,3,"ingredients",0,0,1,0,0,132.8905684,142.5733242,80,"high",4.704631618,5.421169788,1,"medium",2.352315809,2.410475222,2,"high",3.48264938,3.667351039,1,"medium",0.28411087,0.290924496,0.2,"medium",8,9.25807961538591,9
"6f2bdeea5ed8aa0c9da29e2fb6612cf3","POL",0,3,30,"25-34","male","weekly","weekly",4,"vegetarian","8182627dbd64b9c8dd8050cc723a173a",4,4,"image",1,0,0,0,0,289.4072658,171.3397516,150,"medium",19.02868069,7.999373179,10,"medium",6.424474187,2.479631096,4,"medium",19.88527725,10.95370754,10,"medium",0.746462715,0.515929235,1,"medium",12,9.26362826814297,8
"71e5999bfee08fb7bab92952be21b023","ESP",660,1,10,"25-34","male","weekly","weekly",4,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,1,"ingredients",0,0,1,0,0,289.4072658,171.3397516,500,"high",19.02868069,7.999373179,18,"high",6.424474187,2.479631096,4,"medium",19.88527725,10.95370754,5,"low",0.746462715,0.515929235,1,"medium",12,9.26362826814297,8
"048b6e36bdd89c0d6d3868f65cd4fc60","VEN",660,1,10,"18-24","male","monthly","monthly",3,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,2,"image",1,0,0,0,0,289.4072658,171.3397516,110,"medium",19.02868069,7.999373179,3.2,"medium",6.424474187,2.479631096,0,"low",19.88527725,10.95370754,5.5,"medium",0.746462715,0.515929235,0.6,"medium",12,9.26362826814297,7
"3655d86a3a0de67956dbdefdc46bef4c","POL",0,1,10,"25-34","female","daily","daily",5,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,3,"image,ingredients",1,0,1,0,0,289.4072658,171.3397516,400,"high",19.02868069,7.999373179,20,"high",6.424474187,2.479631096,5,"medium",19.88527725,10.95370754,4,"low",0.746462715,0.515929235,0.2,"low",12,9.26362826814297,7
"8d5e124f5c18bb310a6839c2d6af2bfc","SRB",0,3,30,"45-54","male","rarely","rarely",3,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,3,"title,image,ingredients,description",1,1,1,1,0,289.4072658,171.3397516,180,"medium",19.02868069,7.999373179,8,"medium",6.424474187,2.479631096,4,"medium",19.88527725,10.95370754,5,"low",0.746462715,0.515929235,1,"medium",12,9.26362826814297,7
"34d8f87de682a1f2dd7e0d8e74bbf0ae","VEN",0,1,16,"18-24","male","daily","monthly",4,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,3,"ingredients,description",0,0,1,1,0,289.4072658,171.3397516,250,"high",19.02868069,7.999373179,10,"medium",6.424474187,2.479631096,4,"medium",19.88527725,10.95370754,12,"medium",0.746462715,0.515929235,1,"medium",12,9.26362826814297,8
"9e14de727b536431926bc52821af2612","VEN",0,2,20,"25-34","male","monthly","rarely",4,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,2,"ingredients",0,0,1,0,0,289.4072658,171.3397516,239,"high",19.02868069,7.999373179,23.7,"high",6.424474187,2.479631096,9,"high",19.88527725,10.95370754,4.9,"low",0.746462715,0.515929235,2.56,"high",12,9.26362826814297,10
"385bb024876c87e506cc4069d935b508","VEN",0,2,20,"25-34","female","daily","weekly",4,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,5,"title,ingredients,description",0,1,1,1,0,289.4072658,171.3397516,250,"high",19.02868069,7.999373179,20,"high",6.424474187,2.479631096,8,"high",19.88527725,10.95370754,25,"high",0.746462715,0.515929235,3,"high",12,9.26362826814297,12
"7dc805d8e19a3343db5aa01793ed2991","EGY",0,1,10,"18-24","male","daily","rarely",4,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,4,"image,ingredients",1,0,1,0,0,289.4072658,171.3397516,50,"medium",19.02868069,7.999373179,13,"medium",6.424474187,2.479631096,5,"medium",19.88527725,10.95370754,2,"low",0.746462715,0.515929235,1,"medium",12,9.26362826814297,7
"6d814888fa11ffe88348d4d9170a79bf","VEN",660,1,10,"18-24","male","weekly","rarely",2,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,2,"image",1,0,0,0,0,289.4072658,171.3397516,170,"medium",19.02868069,7.999373179,3.1,"medium",6.424474187,2.479631096,1.8,"medium",19.88527725,10.95370754,4,"low",0.746462715,0.515929235,3,"high",12,9.26362826814297,8
"fa077dd438a6f66a35896b0ed7f11297","VEN",0,2,29,"25-34","female","daily","weekly",5,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,2,"ingredients",0,0,1,0,0,289.4072658,171.3397516,1,"medium",19.02868069,7.999373179,1,"medium",6.424474187,2.479631096,1,"medium",19.88527725,10.95370754,1,"medium",0.746462715,0.515929235,1,"medium",12,9.26362826814297,8
"9556551c0b03e2942a3df82295e42cec","VEN",0,2,20,"25-34","male","daily","monthly",4,"vegan","8182627dbd64b9c8dd8050cc723a173a",4,4,"image",1,0,0,0,0,289.4072658,171.3397516,180,"medium",19.02868069,7.999373179,13,"medium",6.424474187,2.479631096,8,"high",19.88527725,10.95370754,2,"low",0.746462715,0.515929235,0.6,"medium",12,9.26362826814297,8
"c2bbc8ef02e2d02f0c38d87b260fd5ae","VEN",0,3,30,"25-34","male","daily","rarely",4,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,2,"ingredients",0,0,1,0,0,289.4072658,171.3397516,130,"medium",19.02868069,7.999373179,10,"medium",6.424474187,2.479631096,3,"medium",19.88527725,10.95370754,6,"medium",0.746462715,0.515929235,1,"medium",12,9.26362826814297,8
"26f24518fd4a98a7147cb102fee940f9","VEN",660,2,20,"35-44","male","weekly","monthly",3,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,2,"ingredients",0,0,1,0,0,289.4072658,171.3397516,1400,"high",19.02868069,7.999373179,26,"high",6.424474187,2.479631096,8,"high",19.88527725,10.95370754,28,"high",0.746462715,0.515929235,3,"high",12,9.26362826814297,12
"df463f7da99227c2255f93c5e8be9522","UKR",0,6,60,"35-44","male","weekly","weekly",5,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,1,"ingredients",0,0,1,0,0,289.4072658,171.3397516,140,"medium",19.02868069,7.999373179,4,"medium",6.424474187,2.479631096,3,"medium",19.88527725,10.95370754,2,"low",0.746462715,0.515929235,1,"medium",12,9.26362826814297,7
"b6762281a4a96641becbba896fa9c434","UKR",0,3,30,"25-34","male","daily","daily",4,"Pescatarian","8182627dbd64b9c8dd8050cc723a173a",4,4,"image",1,0,0,0,0,289.4072658,171.3397516,230,"high",19.02868069,7.999373179,19,"high",6.424474187,2.479631096,7,"high",19.88527725,10.95370754,1,"low",0.746462715,0.515929235,1,"medium",12,9.26362826814297,9
"b04184c9a438efce80e937bd3e8c63e3","EGY",660,2,20,"25-34","male","daily","rarely",3,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,1,"ingredients",0,0,1,0,0,289.4072658,171.3397516,400,"high",19.02868069,7.999373179,15,"medium",6.424474187,2.479631096,7,"medium",19.88527725,10.95370754,23,"high",0.746462715,0.515929235,0.3,"low",12,9.26362826814297,8
"ba476c90c5be8d43575877210e5f9183","IDN",660,1,10,"25-34","male","daily","monthly",4,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,1,"ratings",0,0,0,0,1,289.4072658,171.3397516,1,"high",19.02868069,7.999373179,1,"medium",6.424474187,2.479631096,1,"high",19.88527725,10.95370754,1,"medium",0.746462715,0.515929235,1,"medium",12,9.26362826814297,9
"ba24742e739af18e9d906148d19d575e","VEN",0,1,19,"gt55","female","rarely","monthly",2,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,1,"image,ingredients",1,0,1,0,0,289.4072658,171.3397516,250,"high",19.02868069,7.999373179,25,"high",6.424474187,2.479631096,8,"high",19.88527725,10.95370754,30,"high",0.746462715,0.515929235,1.2,"medium",12,9.26362826814297,11
"1257f2c5d447ff8879ae6b30a4c9d07a","VEN",0,1,10,"25-34","male","daily","weekly",5,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,3,"title,image,ingredients,description",1,1,1,1,0,289.4072658,171.3397516,700,"high",19.02868069,7.999373179,20,"high",6.424474187,2.479631096,10,"high",19.88527725,10.95370754,30,"high",0.746462715,0.515929235,1.5,"medium",12,9.26362826814297,11
"2bf614904c6a08ff4d383a538d03f233","USA",660,1,10,"25-34","male","monthly","monthly",4,"Carnivore","8182627dbd64b9c8dd8050cc723a173a",4,1,"title,image,description",1,1,0,1,0,289.4072658,171.3397516,150,"medium",19.02868069,7.999373179,2,"low",6.424474187,2.479631096,1,"low",19.88527725,10.95370754,15,"medium",0.746462715,0.515929235,0.1,"low",12,9.26362826814297,5
"4df7a2ffb53d4c72800d2e116113b5bc","SRB",660,2,20,"35-44","female","daily","weekly",4,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,3,"ingredients",0,0,1,0,0,289.4072658,171.3397516,500,"high",19.02868069,7.999373179,35,"high",6.424474187,2.479631096,12,"high",19.88527725,10.95370754,30,"high",0.746462715,0.515929235,0.3,"low",12,9.26362826814297,10
"46e12ab059d0f05690703efbd7983484","RUS",0,3,30,"25-34","female","daily","monthly",4,"Pescatarian","8182627dbd64b9c8dd8050cc723a173a",4,4,"ingredients",0,0,1,0,0,289.4072658,171.3397516,300,"high",19.02868069,7.999373179,18,"high",6.424474187,2.479631096,8,"high",19.88527725,10.95370754,18,"medium",0.746462715,0.515929235,1.2,"medium",12,9.26362826814297,10
"a21a28108a70e2c9a1e7a1bb6bd7b8cc","LKA",0,1,10,"25-34","male","monthly","rarely",4,"Omnivore","8182627dbd64b9c8dd8050cc723a173a",4,2,"title,image,ingredients",1,1,1,0,0,289.4072658,171.3397516,400,"high",19.02868069,7.999373179,35,"high",6.424474187,2.479631096,29,"high",19.88527725,10.95370754,25,"high",0.746462715,0.515929235,1.2,"medium",12,9.26362826814297,11
"2da8bf767f428159ffb65f041a8047ac","VEN",0,3,30,"25-34","male","weekly","monthly",4,"Omnivore","938a54337bcfbf679f9a782a9cd20f92",6,3,"image,ingredients,description",1,0,1,1,0,204.2640112,170.9403079,250,"high",14.04315077,10.30190441,4.8,"medium",5.234265288,3.727326249,1,"low",0.127665007,0.690906911,18,"medium",0.459594025,0.411282768,1,"medium",8,8.17039885769006,7
"46e12ab059d0f05690703efbd7983484","RUS",0,3,30,"25-34","female","daily","monthly",4,"Pescatarian","938a54337bcfbf679f9a782a9cd20f92",6,3,"image,ingredients",1,0,1,0,0,204.2640112,170.9403079,280,"high",14.04315077,10.30190441,16,"medium",5.234265288,3.727326249,5,"medium",0.127665007,0.690906911,20,"medium",0.459594025,0.411282768,0.6,"medium",8,8.17039885769006,8
"a5fe0b44f84ecfa1cbf78f039a494e92","ROU",0,1,10,"25-34","male","daily","monthly",2,"vegetarian","938a54337bcfbf679f9a782a9cd20f92",6,2,"image,ingredients",1,0,1,0,0,204.2640112,170.9403079,150,"medium",14.04315077,10.30190441,5,"medium",5.234265288,3.727326249,3,"medium",0.127665007,0.690906911,15,"medium",0.459594025,0.411282768,1,"medium",8,8.17039885769006,8
"c2bbc8ef02e2d02f0c38d87b260fd5ae","VEN",0,3,30,"25-34","male","daily","rarely",4,"Omnivore","938a54337bcfbf679f9a782a9cd20f92",6,2,"image",1,0,0,0,0,204.2640112,170.9403079,201,"high",14.04315077,10.30190441,15,"medium",5.234265288,3.727326249,3,"medium",0.127665007,0.690906911,4,"low",0.459594025,0.411282768,1,"medium",8,8.17039885769006,7
"972ca7c9bb8481c8df38c41cac8eb31f","SVN",660,1,10,"35-44","female","daily","monthly",5,"Omnivore","938a54337bcfbf679f9a782a9cd20f92",6,5,"image",1,0,0,0,0,204.2640112,170.9403079,400,"high",14.04315077,10.30190441,20,"high",5.234265288,3.727326249,7,"high",0.127665007,0.690906911,3,"low",0.459594025,0.411282768,1.6,"high",8,8.17039885769006,10
"533b4f4406c555b6c2f23a3ea0dc1f9e","PER",330,2,20,"25-34","male","weekly","weekly",3,"Omnivore","938a54337bcfbf679f9a782a9cd20f92",6,3,"ingredients",0,0,1,0,0,204.2640112,170.9403079,160,"medium",14.04315077,10.30190441,11,"high",5.234265288,3.727326249,2.5,"medium",0.127665007,0.690906911,2,"low",0.459594025,0.411282768,0.6,"medium",8,8.17039885769006,8
"9a7250136702634a409dd724a1b07c8a","VEN",0,2,20,"18-24","male","weekly","rarely",3,"Omnivore","938a54337bcfbf679f9a782a9cd20f92",6,4,"title,description,ratings",0,1,0,1,1,204.2640112,170.9403079,180,"medium",14.04315077,10.30190441,6,"medium",5.234265288,3.727326249,4.5,"medium",0.127665007,0.690906911,11,"medium",0.459594025,0.411282768,2,"high",8,8.17039885769006,9
"355c35937eaa2c5941bd3d1cf6c467b1","EGY",660,1,10,"18-24","male","weekly","rarely",4,"Omnivore","938a54337bcfbf679f9a782a9cd20f92",6,5,"title,image,ingredients,description",1,1,1,1,0,204.2640112,170.9403079,300,"high",14.04315077,10.30190441,17,"medium",5.234265288,3.727326249,5,"medium",0.127665007,0.690906911,2,"low",0.459594025,0.411282768,4,"high",8,8.17039885769006,8
